score,API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
0.38563141226768494,Irish Company Data,https://rapidapi.com/appaio/api/irish-company-data3/,irish-company-data3.p.rapidapi.com,GET:Search,"Here, you can search by either company name, company id, or company address in Ireland. This is sourced directly from government data, and ideal for KYB purposes.",default,[{}],"[{'参数名': ['company_name', 'company_num', 'address'], '参数类型': ['STRING', 'NUMBER', 'STRING'], '参数注意事项': ['', '', '']}]"
0.3838689923286438,Pamfax,https://rapidapi.com/pamfax/api/pamfax/,pamfax-pamfax.p.rapidapi.com,GET:GetFaxState,Returns the state of the current fax.,FaxJob,"[{'参数名': ['apikey', 'apicheck', 'usertoken'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['description', 'description', '']}]",[{}]
0.379317045211792,Pamfax,https://rapidapi.com/pamfax/api/pamfax/,pamfax-pamfax.p.rapidapi.com,GET:Create,"Creates a new fax in the API backend and returns it. If a fax job is currently in edit mode in this session, this fax job is returned instead. Note: This is not an error. It provides you with the possibility to continue with the fax.",FaxJob,"[{'参数名': ['apikey', 'apicheck', 'usertoken', 'user_ip', 'user_agent', 'origin'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['description', 'description', '', 'The IP address of the client (if available). If you pass an invalid IP address (i.e. just a ""0""), the current public caller IP will be used.', 'User agent string of the client device. If not available, put something descriptive (like ""iPhone OS 2.2"")', 'From where was this fax started? i.e. ""printer"", ""desktop"", ""home"", … For reporting and analysis purposes.']}]",[{}]
0.37837234139442444,International Phone Number Validation,https://rapidapi.com/Ag4memnon/api/international-phone-number-validation/,ag4memnon-international-phone-number-validation-v1.p.rapidapi.com,GET:phone_number,"Takes in a phone number and 2 character alpha country code (which can be retrieved from the countries endpoint) and returns a self-describing object describing the number. The API returns if the number is possible, as well as some geo-location data on where the number may be l...",,"[{'参数名': ['country_code_alpha2', 'phone_number'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
0.37799733877182007,Phone Validator API,https://rapidapi.com/inutil-inutil-default/api/phone-validator-api/,phone-validator-api.p.rapidapi.com,GET:Country code number,Returns the digits between the + and the national number when the number is written in international format.,,"[{'参数名': ['phone'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]",[{}]
0.37668514251708984,International Phone Number Validation,https://rapidapi.com/Ag4memnon/api/international-phone-number-validation/,ag4memnon-international-phone-number-validation-v1.p.rapidapi.com,GET:countries,Gets a list of countries compatible with the phone number validator,,[{}],[{}]
0.37349772453308105,Pamfax,https://rapidapi.com/pamfax/api/pamfax/,pamfax-pamfax.p.rapidapi.com,GET:ListCountries,"Returns a preview page for a fax. May be in progress, sent or from inbox.",Common,"[{'参数名': ['apikey', 'apicheck'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['description', 'description']}]",[{}]
0.3731229305267334,Business and company name API,https://rapidapi.com/propensterapi-propensterapi-default/api/business-and-company-name-api/,business-and-company-name-api.p.rapidapi.com,GET:Search Company By Name,Do you know the company name? you can make a search of company information with just the name. You will get hits of all companies and businesses that are matching that particular name.,,"[{'参数名': ['companyName', 'limit', 'page'], '参数类型': ['STRING', 'NUMBER', 'NUMBER'], '参数注意事项': ['', '', '']}]",[{}]
0.3727654814720154,regex_everything,https://rapidapi.com/walidmoultamis/api/regex_everything/,regex_everything.p.rapidapi.com,GET:check if it's an email,"returns true if it is an email
and false if it is not",,"[{'参数名': ['value'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3724428117275238,Technology User Lists,https://rapidapi.com/kerryblake/api/technology-user-lists/,technology-user-lists.p.rapidapi.com,GET:Salesforce Customers List,"With an experience of over two decades, Technology User Lists’ 100% accurate,",,[{}],[{}]
0.37204790115356445,Zillow Working API,https://rapidapi.com/sorowerhossan01/api/zillow-working-api/,zillow-working-api.p.rapidapi.com,GET:/search/byaddress,Let you search zillow website. you can input area/address or any customised filtered url here.,Search Zillow (Address or URL),"[{'参数名': ['query', 'page'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
0.37151268124580383,German Company Data,https://rapidapi.com/Implisense/api/german-company-data/,german-company-data.p.rapidapi.com,GET:/companies/{id}/data,"This endpoint returns the basic information of the company with the given identifier. The information includes all the core data (name, address), web data if known (phone, fax, email, url, social media profiles), legal information (registry, founding date, capital), up to thre...",Get Data,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['The Implisense identifier of the company.']}]",[{}]
0.3710266053676605,firstApi,https://rapidapi.com/mohan21-mohan21-default/api/firstapi52/,firstapi52.p.rapidapi.com,GET:dsfafafas,et er wtwe,,[{}],[{}]
0.3677734136581421,HC Marketers,https://rapidapi.com/sophiaethan930/api/hc-marketers1/,hc-marketers1.p.rapidapi.com,GET:doctors email list,"Our Doctors Email List will help you connect with the top Doctors worldwide. Our list consists of medical specialists who are the best in diagnosing and treating heart disorders. With the correct Mailing Database, you can reach out to these specialists and collaborate with the...",,[{}],[{}]
0.36643803119659424,Pamfax,https://rapidapi.com/pamfax/api/pamfax/,pamfax-pamfax.p.rapidapi.com,GET:GetPreview,Returns the states of all preview pages. Call after fax is ready (GetFaxState returns FAX_READY_TO_SEND).,FaxJob,"[{'参数名': ['apikey', 'apicheck', 'usertoken'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['description', 'description', '']}]",[{}]
0.36553987860679626,Companies API,https://rapidapi.com/doitpom/api/companies-api4/,companies-api4.p.rapidapi.com,GET:Get Request for Companies,"Our API provides seamless integration with your customers' existing systems, granting them direct access to real-time, accurate, and reliable data on companies across various industries.",,[{}],[{}]
0.3649753928184509,Pamfax,https://rapidapi.com/pamfax/api/pamfax/,pamfax-pamfax.p.rapidapi.com,GET:ListFaxFiles,Get all uploaded files for the current fax,FaxJob,"[{'参数名': ['apikey', 'apicheck', 'usertoken'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['description', 'description', '']}]",[{}]
0.36221808195114136,Convert Company Name to Website URL,https://rapidapi.com/crazyapi/api/convert-company-name-to-website-url/,convert-company-name-to-website-url.p.rapidapi.com,GET:getWebsite,Get Company Website from Company Name,,"[{'参数名': ['name'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3598007559776306,Pamfax,https://rapidapi.com/pamfax/api/pamfax/,pamfax-pamfax.p.rapidapi.com,GET:ListRecipients,Returns the recipients for the current fax.,FaxJob,[{}],"[{'参数名': ['current_page', 'items_per_page'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['The page which should be shown (default: 1)', 'How many items are shown per page (default: 100)']}]"
0.3593778908252716,Pamfax,https://rapidapi.com/pamfax/api/pamfax/,pamfax-pamfax.p.rapidapi.com,GET:EmptyTrash,Removes all faxes from trash for user and if user is member of a company and has delete rights also for the owners inbox faxes,FaxHistory,"[{'参数名': ['apikey', 'apicheck', 'usertoken'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['description', 'description', '']}]",[{}]
0.3587334156036377,Phone Number Validation by IP Address,https://rapidapi.com/bigdatacloud-pty-ltd-bigdatacloud-pty-ltd-default/api/phone-number-validation-by-ip-address/,phone-number-validation-by-ip-address.p.rapidapi.com,GET:Phone Number Validation by IP,Validates phone number using IP address.,,[{}],"[{'参数名': ['localityLanguage'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
0.3586142063140869,property insights,https://rapidapi.com/caopengau/api/property-insights1/,property-insights1.p.rapidapi.com,GET:domain residential listings,residential listings from domain site,,[{}],[{}]
0.35836589336395264,Postcode NL,https://rapidapi.com/edwardbrosens/api/postcode-nl/,edwardbrosens-postcode-nl-v1.p.rapidapi.com,GET:zipcode,Get Street and City based on zipcode,,[{}],"[{'参数名': ['mode'], '参数类型': ['STRING'], '参数注意事项': ['Mode, xml or json otherwhise you get json in plain text']}]"
0.35632359981536865,SIREN,https://rapidapi.com/fliot/api/siren/,siren.p.rapidapi.com,GET:url2siren,"From a website URL of a French company, get the company's SIREN registration number.",url2siren,"[{'参数名': ['protocol', 'domain'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
0.35566478967666626,DeltaGain - UK Company Data and Accounts,https://rapidapi.com/deltagain/api/deltagain-uk-company-data-and-accounts/,deltagain.p.rapidapi.com,GET:Basic,"Information about a particular company, including name, registered office, accounts details, key dates and number of mortgages. Over 4 Million records.",Basic Company Data,"[{'参数名': ['company_number'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3549956977367401,Prepaid Legal API,https://rapidapi.com/businessangelsunited/api/prepaid-legal-api/,prepaid-legal-api.p.rapidapi.com,GET:Pre Paidlegal API,"Introducing the Prepaid Legal API: the ultimate solution for unleashing the full potential of web scraping in the legal domain! This API is a meticulously crafted masterpiece, designed to provide you with an unparalleled scraping experience.",,[{}],"[{'参数名': ['Legal'], '参数类型': ['STRING'], '参数注意事项': [""Introducing the Prepaid Legal API: the ultimate solution for unleashing the full potential of web scraping in the legal domain! This API is a meticulously crafted masterpiece, designed to provide you with an unparalleled scraping experience.\nPowered by the Web Scraper Express Deluxe, a state-of-the-art Node.js application built with the renowned Express framework, this API eliminates the hassles of server setup. It's like having a personal assistant handling all your web server needs, allowing you to focus on what truly matters.\nBut that's not all! With the Prepaid Legal API, you gain access to the formidable Axios library. Seamlessly make HTTP GET requests to any URL, effortlessly fetching legal data from the web. It's like having a dedicated fetcher working tirelessly to bring back the precise information you desire.\nAnd let's not forget the star of the show: the sensational Cheerio library. It's a game-changer in the world of web scraping, empowering you with jQuery-like selectors to extract relevant legal data from HTML responses. It's like having a treasure map leading you directly to the goldmine of information.\nBut wait, there's more! The Prepaid Legal API isn't just about scraping; it's about delivering the extracted information in style. With a single line of code, effortlessly send beautiful JSON responses to your clients, showcasing the legal information you've retrieved. It's like adding a shiny bow to a gift, leaving your clients impressed and eager for more.\nRest assured, we've also taken care of the messy parts. If any hiccups occur during the scraping process, the Prepaid Legal API has your back. It gracefully handles errors, logs them for easy debugging, and ensures your clients receive professional JSON responses with error messages and appropriate status codes.\nThe Prepaid Legal API isn't just code—it's a game-changer for legal data extraction. Whether you're a seasoned pro or embarking on your web scraping journey, this API will elevate your scraping skills to unprecedented heights. Don't miss out on this extraordinary opportunity to own a piece of cutting-edge technology.\nSo, why wait? Embrace the power of web scraping with the Prepaid Legal API today. Leave your clients in awe of your capabilities and surpass the competition. Seize this opportunity and unlock the path to extracting success!""]}]"
0.35489243268966675,SMS,https://rapidapi.com/plugincim-plugincim-default/api/sms144/,sms144.p.rapidapi.com,GET:SMS,SMS,,[{}],[{}]
0.35035187005996704,Business and company name API,https://rapidapi.com/propensterapi-propensterapi-default/api/business-and-company-name-api/,business-and-company-name-api.p.rapidapi.com,GET:Search By Registration Number,Search company information by the company or business' registration number issued by the CAC. It returns a single match if the registration number exists.,,"[{'参数名': ['regNumber'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3499044179916382,reminderof.me,https://rapidapi.com/ruggero/api/reminderof-me/,reminderofme.p.rapidapi.com,GET:User link hub,This endpoint allows you to retrieve a business card url list. You can use it to link a person's up-to-date link list to embed the contact in every context.,,"[{'参数名': ['username'], '参数类型': ['STRING'], '参数注意事项': ['The username chosen during the registration process']}]",[{}]
0.34945544600486755,GST Details & Filing Data,https://rapidapi.com/420vijay47/api/gst-details-filing-data/,gst-details-filing-data.p.rapidapi.com,GET:Get GST info & Filing Data,Just punch in the GSTIN & get company info & filing data.,,"[{'参数名': ['GSTIN'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3492080569267273,Crunchbase,https://rapidapi.com/shake-chillies-shake-chillies-default/api/crunchbase4/,crunchbase4.p.rapidapi.com,POST:Company details,Get company details such as,,[{}],[{}]
0.34871453046798706,Company Search,https://rapidapi.com/williambarberjr/api/company-search1/,company-search1.p.rapidapi.com,GET:CompanySearch,"Searches the web for matching companies returning three values for each match, the ""description"", ""title"", and ""url.""",,"[{'参数名': ['srchTerm'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3474375903606415,Jooble,https://rapidapi.com/jooble-jooble-default/api/jooble/,jooble.p.rapidapi.com,GET:John Holmes,8888,,[{}],[{}]
0.34691542387008667,email-regex-for-lazy,https://rapidapi.com/walidmoultamis/api/email-regex-for-lazy/,email-regex-for-lazy.p.rapidapi.com,GET:email regex,email regex return it if its an email,,"[{'参数名': ['value'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3466634154319763,Online Email Validation and Discovery,https://rapidapi.com/manuelriel/api/online-email-validation-and-discovery/,crm-toolbox.p.rapidapi.com,GET:Online validate email,Online validation of email address.,,"[{'参数名': ['email'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.346505343914032,France Company Data,https://rapidapi.com/appaio/api/france-company-data/,france-company-data.p.rapidapi.com,GET:CompanySearchByName,"Do a broad search against the french company register; for example, one can search by name by using the term;",default,"[{'参数名': ['q'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3447822332382202,Crunchbase,https://rapidapi.com/veilleio-veilleio-default/api/crunchbase6/,crunchbase6.p.rapidapi.com,GET:Company Info,Provides access to scraped crunchbase company data.,,"[{'参数名': ['query'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.34424567222595215,Companies in Dubai Free Zones,https://rapidapi.com/ggurjar333-Ihcu1gvzM24/api/companies-in-dubai-free-zones/,companies-in-dubai-free-zones.p.rapidapi.com,"GET:Electronics, Electrical, and ICT - Active Companies","Get all active Electronics, Electrical, and ICT businesses in Free zones",,[{}],[{}]
0.3440326452255249,Real Estate Market Metrics,https://rapidapi.com/dbeaudway/api/real-estate-market-metrics/,real-estate-market-metrics.p.rapidapi.com,GET:Information on Counties,Returns a list of all counties available with their name and region code. The region code can be used as a parameter in county data requests.,,[{}],[{}]
0.34068161249160767,regex_everything,https://rapidapi.com/walidmoultamis/api/regex_everything/,regex_everything.p.rapidapi.com,GET:check if it's an email_copy,"returns true if it is an email
and false if it is not",,[{}],[{}]
0.3404726982116699,Email Scraper,https://rapidapi.com/WRT/api/email-scraper/,email-scraper.p.rapidapi.com,GET:email-extractor,Get emails scraped from url provided,,"[{'参数名': ['url'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.34008699655532837,Phone Number Validation and Verification,https://rapidapi.com/standingapi-standingapi-default/api/phone-number-validation-and-verification1/,phone-number-validation-and-verification1.p.rapidapi.com,GET:Validation Endpoint,Phone Number Validation and Verification API simply requires your phone number you'd like to check:,,"[{'参数名': ['phone'], '参数类型': ['STRING'], '参数注意事项': ['The phone number to validate and verify.']}]",[{}]
0.3393706679344177,France Company Data,https://rapidapi.com/appaio/api/france-company-data/,france-company-data.p.rapidapi.com,GET:CompanySearchByID,Search by a french company's SIREN or SIRET number - for example 642050199,default,"[{'参数名': ['id'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]",[{}]
0.3388323187828064,IPQ Proxy Detection and Email Verification,https://rapidapi.com/IPQualityScore/api/ipq-proxy-detection-and-email-verification/,ipqualityscore-ipq-proxy-detection-v1.p.rapidapi.com,GET:IPQS Email Verification,"Verify if an email address exists with the mail service provider and detect disposable/fake email addresses commonly used by malicious fraudsters. This service is great for verifying user accounts, detecting fraudulent users/signups, and cleansing email marketing lists.",,"[{'参数名': ['apikey', 'email', 'format'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['API Key - Obtained from Creating a Free Account at IPQualityScore.com', 'Email Address to Query', 'The returned format can be in \\""json\\"" or \\""xml\\""']}]",[{}]
0.33862680196762085,Pamfax,https://rapidapi.com/pamfax/api/pamfax/,pamfax-pamfax.p.rapidapi.com,GET:ListTrash,Lists all faxes in trash.,FaxHistory,[{}],"[{'参数名': ['current_page', 'items_per_page'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['The page which should be shown (default: 1)', 'How many items are shown per page (default: 20)']}]"
0.3359527289867401,Linkedin Public Search,https://rapidapi.com/sametstalker/api/linkedin-public-search/,linkedin-public-search.p.rapidapi.com,GET:peoplesearch,Search peoples with name and surname keywords,,[{}],"[{'参数名': ['page'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
0.3358341157436371,Realty Mole Property,https://rapidapi.com/realtymole/api/realty-mole-property-api/,realty-mole-property-api.p.rapidapi.com,GET:Rental Market Data,"Returns rental data for a single US zip code, including rent averages, rental listing composition, and historical rent trends. More info.",Market Data,"[{'参数名': ['zipCode'], '参数类型': ['STRING'], '参数注意事项': ['A valid 5-digit US zip code']}]",[{}]
0.3358094096183777,Dock API,https://rapidapi.com/dock-labs-ag-dock-labs-ag-default/api/dock-api1/,dock-api1.p.rapidapi.com,GET:/data/history,Gets the call history for your account,data,[{}],[{}]
0.3342263996601105,Powerful GSTIN Tool,https://rapidapi.com/velocityhub/api/powerful-gstin-tool/,powerful-gstin-tool.p.rapidapi.com,GET:Search GST by Company Name,Retrieve GST numbers and corresponding company names that match your search term,,"[{'参数名': ['name'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.33418428897857666,Email Validator,https://rapidapi.com/belchiorarkad-FqvHs2EDOtP/api/email-validator51/,email-validator51.p.rapidapi.com,GET:Fast Validator,"Your personal sentinel against invalid email addresses. It tirelessly checks whether an email exists, is active, and not disposable.
Feed it an **email **query parameter and in return, it will provide detailed insights about the email address, including its status and t...",,"[{'参数名': ['email'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
0.3341068923473358,123win0com,https://rapidapi.com/123win0com/api/123win0com/,123win0com.p.rapidapi.com,GET:123win0com,123Win0.com là một nhà cái trực tuyến được biết đến trong lĩnh vực cá cược và giải trí trực tuyến. Với nhiều năm kinh nghiệm hoạt động trong ngành,,[{}],[{}]
